Name,ManaCost,Colors,ColorIdentity,Type,Category,CardType,IsLand,OracleText
Varchild's Crusader,4.0,R,R,Creature — Human Knight,Creature,Creature,false,{0}: This creature can't be blocked this turn except by Walls. Sacrifice this creature at the beginning of the next end step.
Arachnoid Adaptation,1.0,G,G,Instant,Instant,Instant,false,Target creature gets +2/+2 and gains reach until end of turn. Untap it.
Unstoppable Ash,4.0,G,G,Creature — Treefolk Warrior,Creature,Creature,false,"Trample Champion a Treefolk or Warrior (When this enters, sacrifice it unless you exile another Treefolk or Warrior you control. When this leaves the battlefield, that card returns to the battlefield.) Whenever a creature you control becomes blocked, it gets +0/+5 until end of turn."
Flowering Field,2.0,W,W,Enchantment — Aura,"Enchantment, Removal",Enchantment,false,"Enchant land Enchanted land has ""{T}: Prevent the next 1 damage that would be dealt to any target this turn."""
Minotaur Warrior,3.0,R,R,Creature — Minotaur Warrior,Creature,Creature,false,
Scaldkin,4.0,U,U,Creature — Elemental,"Creature, Removal",Creature,false,"Flying {2}{R}, Sacrifice this creature: It deals 2 damage to any target."
Lithoform Blight,2.0,B,B,Enchantment — Aura,"Card Draw, Enchantment, Ramp",Enchantment,false,"Enchant land When this Aura enters, draw a card. Enchanted land loses all land types and abilities and has ""{T}: Add {C}"" and ""{T}, Pay 1 life: Add one mana of any color."""
"Tooth, Claw, and Tail",0.0,,,Scheme,Removal,Scheme,false,"When you set this scheme in motion, destroy up to three target nonland permanents."
Bladed Bracers,1.0,,,Artifact — Equipment,Artifact,Artifact,false,"Equipped creature gets +1/+1. As long as equipped creature is a Human or an Angel, it has vigilance. Equip {2} ({2}: Attach to target creature you control. Equip only as a sorcery.)"
Old Ghastbark,5.0,G;W,G;W,Creature — Treefolk Warrior,Creature,Creature,false,
Axelrod Gunnarson,8.0,B;R,B;R,Legendary Creature — Giant,"Creature, Life Gain, Removal",Creature,false,"Trample Whenever a creature dealt damage by Axelrod Gunnarson this turn dies, you gain 1 life and Axelrod Gunnarson deals 1 damage to target player or planeswalker."
A-Thornmantle Striker,4.0,B,B,Creature — Elf Rogue,Creature,Creature,false,"When Thornmantle Striker enters, choose one — • Remove X counters from target permanent, where X is the number of Elves you control. • Target creature an opponent controls gets -X/-X until end of turn, where X is the number of Elves you control."
Barbed Bloodletter,2.0,B,B,Artifact — Equipment,"Artifact, Removal",Artifact,false,"Flash When this Equipment enters, attach it to target creature you control. That creature gains wither until end of turn. (It deals damage to creatures in the form of -1/-1 counters.) Equipped creature gets +1/+2. Equip {2}"
Commune with Evil,3.0,B,B,Sorcery,"Life Gain, Sorcery",Sorcery,false,Look at the top four cards of your library. Put one of them into your hand and the rest into your graveyard. You gain 3 life.
Crude Abattoir // Unsavory Kitchen,4.0,R,R,Enchantment — Room // Enchantment — Room,"Enchantment, Removal",Enchantment,false,"When you unlock this door, this Room deals 2 damage to target creature. // Whenever a source you control deals noncombat damage to a creature, choose a creature card in your hand. It perpetually gets +2/+0 and gains haste."
Orcish Cannoneers,3.0,R,R,Creature — Orc Warrior,"Creature, Removal",Creature,false,{T}: This creature deals 2 damage to any target and 3 damage to you.
Nature's Blessing,4.0,G;W,G;W,Enchantment,"Discard, Enchantment, Removal",Enchantment,false,"{G}{W}, Discard a card: Put a +1/+1 counter on target creature or that creature gains banding, first strike, or trample. (This effect lasts indefinitely. Any creatures with banding, and up to one without, can attack in a band. Bands are blocked as a group. If any creatures with banding a player controls are blocking or being blocked by a creature, that player divides that creature's combat damage, not its controller, among any of the creatures it's being blocked by or is blocking.)"
Cunning Breezedancer,6.0,U;W,U;W,Creature — Dragon,Creature,Creature,false,"Flying Whenever you cast a noncreature spell, this creature gets +2/+2 until end of turn."
Rock Lobster,4.0,,,Artifact Creature — Lobster,"Artifact, Creature, Stax",Creature,false,Creatures named Scissors Lizard can't attack or block.
Shivan Emissary,3.0,R,R,Creature — Human Wizard,"Creature, Removal, Stax",Creature,false,"Kicker {1}{B} (You may pay an additional {1}{B} as you cast this spell.) When this creature enters, if it was kicked, destroy target nonblack creature. It can't be regenerated."
Canal Courier,6.0,U,U,Creature — Human Rogue,"Creature, Stax",Creature,false,"When this creature enters, you become the monarch. Whenever this creature and another creature attack different players, this creature can't be blocked this combat."
A-Paragon of Modernity,4.0,,,Artifact Creature — Angel Warrior,"Artifact, Creature",Creature,false,"Flying {3}: Paragon of Modernity gets +1/+1 until end of turn. If exactly three colors of mana were spent to activate this ability, put a +1/+1 counter on it instead."
Fear of Infinity,3.0,B;U,B;U,Enchantment Creature — Nightmare,"Creature, Enchantment",Creature,false,"Flying, lifelink This creature can't block. Eerie — Whenever an enchantment you control enters and whenever you fully unlock a Room, you may return this card from your graveyard to your hand."
Socketed Sprocketer,1.0,U,U,Artifact Creature — Cyborg Knight,"Artifact, Card Draw, Creature",Creature,false,"{T}: Uninstall all results from this creature, then roll a six-sided die. Install the result on this creature. (Put the die on this creature.) You may uninstall a result from this creature to use it for a die you rolled. Uninstall a 6 from this creature: Draw a card."
The Sixth Seraph,5.0,W,W,Legendary Creature — Angel,Creature,Creature,false,"Flying Artifact spells you cast have demonstrate. (When you cast one, you may copy it. If you do, choose an opponent to also copy it. Copies become tokens.)"
Accelerate,2.0,R,R,Instant,"Card Draw, Instant",Instant,false,Target creature gains haste until end of turn. Draw a card.
Wrath of Sod,4.0,G;W,G;W,Sorcery,Sorcery,Sorcery,false,"Put a manabond counter on all creatures. (They lose all other abilities and become lands with ""{T}: Add one mana of this card's color."")"
Unicorns,0.0,,,Card,Other,Card,false,(Theme color: {W})
Who's That Praetor?,6.0,,,Sorcery,"Sorcery, Token Generation",Sorcery,false,"Choose one at random. Create a token that's a copy of the chosen card. • Elesh Norn, Mother of Machines • Jin-Gitaxias, Progress Tyrant • Sheoldred, the Apocalypse • Urabrask, Heretic Praetor • Vorinclex, Monstrous Raider • Ebon Praetor"
Flame-Chain Mauler,2.0,R,R,Creature — Elemental Warrior,Creature,Creature,false,{1}{R}: This creature gets +1/+0 and gains menace until end of turn. (It can't be blocked except by two or more creatures.)
Record Store,0.0,,,Artifact — Contraption,Artifact,Artifact,false,"Whenever you crank this Contraption, look at the top X cards of your library, where X is the number of artifacts you control. Put one of those cards into your hand and the rest on the bottom of your library in a random order."
"Windurst, Federation Center",0.0,,,Land — Town,Land,Land,true,This land enters tapped. {T}: Add {G} or {W}.
Our Market Research Shows That Players Like Really Long Card Names So We Made this Card to Have the Absolute Longest Card Name Ever Elemental,3.0,G,G,Creature — Elemental,Creature,Creature,false,"Art rampage 2 (Whenever this creature becomes blocked by a creature, it gets +2/+2 for each creature in the blocker's art beyond the first.)"
Lingering Death,2.0,B,B,Enchantment — Aura,Enchantment,Enchantment,false,"Enchant creature At the beginning of the end step of enchanted creature's controller, that player sacrifices that creature."
"Skanos, Blue Dragon Vassal",6.0,G;U,G;U,Legendary Creature — Dragon Ranger,Creature,Creature,false,"Flying Whenever Skanos, Blue Dragon Vassal attacks, another target attacking creature gains flying and gets +X/+0 until end of turn, where X is Skanos's power."
"Ukkima, Stalking Shadow",3.0,B;U,B;U,Legendary Creature — Whale Wolf,"Creature, Life Gain, Removal",Creature,false,"Partner with Cazur, Ruthless Stalker (When this creature enters, target player may put Cazur into their hand from their library, then shuffle.) Ukkima can't be blocked. When Ukkima leaves the battlefield, it deals X damage to target player and you gain X life, where X is its power."
Fog on the Barrow-Downs,3.0,W,W,Enchantment — Aura,"Enchantment, Stax",Enchantment,false,Enchant creature Enchanted creature is a Spirit and can't attack or block. (It loses all other creature types.)
Brightspear Zealot,3.0,W,W,Creature — Human Soldier,Creature,Creature,false,Vigilance This creature gets +2/+0 as long as you've cast two or more spells this turn.
Auditore Ambush,4.0,B;U,B;U,Sorcery,Sorcery,Sorcery,false,"Choose one or both — • Return target creature to its owner's hand. • Target player searches their library and/or graveyard for a card named Ezio, Blade of Vengeance, reveals it, and puts it into their hand. If they search their library this way, they shuffle."
Expel from Orazca,2.0,U,U,Instant,Instant,Instant,false,"Ascend (If you control ten or more permanents, you get the city's blessing for the rest of the game.) Return target nonland permanent to its owner's hand. If you have the city's blessing, you may put that permanent on top of its owner's library instead."
"Enkira, Hostile Scavenger",5.0,B;G,B;G,Legendary Creature — Human Warrior,"Creature, Protection, Token Generation",Creature,false,"When Enkira, Hostile Scavenger enters, create two Walker tokens. (They're 2/2 black Zombie creatures.) As long as Enkira is equipped, it must be blocked if able. Whenever Enkira and at least two Zombies attack, Enkira gains indestructible until end of turn."
Zurgo's Vanguard,3.0,R,R,Creature — Dog Soldier,"Creature, Token Generation",Creature,false,"Mobilize 1 (Whenever this creature attacks, create a tapped and attacking 1/1 red Warrior creature token. Sacrifice it at the beginning of the next end step.) Zurgo's Vanguard's power is equal to the number of creatures you control."
Meddling Kids,4.0,U;W,U;W,Creature — Human Child,"Creature, Stax",Creature,false,"As this creature enters, choose a word with four or more letters. Spells with the chosen word in their text box can't be cast."
Whiteout,2.0,G,G,Instant,Instant,Instant,false,All creatures lose flying until end of turn. Sacrifice a snow land: Return this card from your graveyard to your hand.
Fioran Reformist,3.0,W,W,Creature — Human Advisor,"Card Draw, Creature",Creature,false,"When Fioran Reformist enters the battlefield, if a player is the monarch, get rid of the monarchy. Democracy is in effect until Fioran Reformist leaves the battlefield. (At the beginning of each player's end step, if they control more creatures than each other player, they draw a card. Players can't become the monarch.)"
Goblin Skycutter,2.0,R,R,Creature — Goblin Warrior,"Creature, Removal",Creature,false,Sacrifice this creature: It deals 2 damage to target creature with flying. That creature loses flying until end of turn.
Blast from the Past,3.0,R,R,Instant,"Instant, Removal, Token Generation",Instant,false,"Madness {R}, cycling {1}{R}, kicker {2}{R}, flashback {3}{R}, buyback {4}{R} Blast from the Past deals 2 damage to any target. If this spell was kicked, create a 1/1 red Goblin creature token."
Ostrich-Horse,3.0,G,G,Creature — Bird Horse,Creature,Creature,false,"When this creature enters, mill three cards. You may put a land card from among them into your hand. If you don't, put a +1/+1 counter on this creature. (To mill three cards, put the top three cards of your library into your graveyard.)"
Nyxborn Hydra,1.0,G,G,Enchantment Creature — Hydra,"Creature, Enchantment",Creature,false,"Bestow {X}{G}{G} (If you cast this card for its bestow cost, it's an Aura spell with enchant creature. It becomes a creature again if it's not attached.) Reach, trample This permanent enters with X +1/+1 counters on it. Enchanted creature gets +1/+1 for each +1/+1 counter on this Aura and has reach and trample."
Dakmor Ghoul,4.0,B,B,Creature — Zombie,"Creature, Life Gain",Creature,false,"When this creature enters, target opponent loses 2 life and you gain 2 life."
Canyon Crab,2.0,U,U,Creature — Crab,"Card Draw, Creature, Discard",Creature,false,"{1}{U}: This creature gets +2/-2 until end of turn. At the beginning of your end step, if you haven't cast a spell from your hand this turn, draw a card, then discard a card."
Barrow-Blade,1.0,,,Artifact — Equipment,Artifact,Artifact,false,"Equipped creature gets +1/+1. Whenever equipped creature blocks or becomes blocked by a creature, that creature loses all abilities until end of turn. Equip {1} ({1}: Attach to target creature you control. Equip only as a sorcery.)"
Reflecting Mirror,4.0,,,Artifact,Artifact,Artifact,false,"{X}, {T}: Change the target of target spell with a single target if that target is you. The new target must be a player. X is twice the mana value of that spell."
Ertai,0.0,,,Vanguard,Protection,Vanguard,false,Creatures you control have hexproof. (They can't be the targets of spells or abilities your opponents control.)
Angel of the Dire Hour,7.0,W,W,Creature — Angel,"Board Wipe, Creature",Creature,false,"Flash Flying When this creature enters, if you cast it from your hand, exile all attacking creatures."
Emergency Eject,3.0,W,W,Instant,"Instant, Removal, Token Generation, Tutor",Instant,false,"Destroy target nonland permanent. Its controller creates a Lander token. (It's an artifact with ""{2}, {T}, Sacrifice this token: Search your library for a basic land card, put it onto the battlefield tapped, then shuffle."")"
Barrow Naughty,2.0,B,B,Creature — Faerie,Creature,Creature,false,Flying This creature has lifelink as long as you control another Faerie. {2}{B}: This creature gets +1/+0 until end of turn.
Strength-Testing Hammer,1.0,,,Artifact — Equipment,"Artifact, Card Draw",Artifact,false,"Whenever equipped creature attacks, roll a six-sided die. That creature gets +X/+0 until end of turn, where X is the result. Then if it has the greatest power or is tied for greatest power among creatures on the battlefield, draw a card. Equip {3}"
Inchblade Companion,1.0,W,W,Artifact Creature — Equipment Insect,"Artifact, Creature, Token Generation",Creature,false,"Equipped creature gets +1/+1. Whenever Inchblade Companion becomes attached to a creature, create a token that's a copy of Inchblade Companion, except it doesn't have this ability. This ability triggers only once each turn. Reconfigure {2} ({2}: Attach to target creature you control; or unattach from a creature. Reconfigure only as a sorcery. While attached, this isn't a creature.)"
Warning,1.0,W,W,Instant,"Instant, Removal",Instant,false,Prevent all combat damage that would be dealt by target attacking creature this turn.
Living Airship,4.0,U,U,Creature — Metathran,Creature,Creature,false,Flying {2}{G}: Regenerate this creature.
Memory Vampire,6.0,B;U,B;U,Creature — Vampire Detective,"Creature, Removal",Creature,false,"Flying Whenever this creature deals combat damage to a player, any number of target players each mill that many cards. Then you may collect evidence 9. When you do, you may cast target nonland card from defending player's graveyard without paying its mana cost."
Thunder Brute,6.0,R,R,Creature — Cyclops,Creature,Creature,false,"Trample Tribute 3 (As this creature enters, an opponent of your choice may put three +1/+1 counters on it.) When this creature enters, if tribute wasn't paid, it gains haste until end of turn."
Rabaroo Troop,5.0,W,W,Creature — Rabbit Kangaroo,"Creature, Discard, Life Gain, Tutor",Creature,false,"Landfall — Whenever a land you control enters, this creature gains flying until end of turn and you gain 1 life. Plainscycling {2} ({2}, Discard this card: Search your library for a Plains card, reveal it, put it into your hand, then shuffle.)"
Topsoil Turner,3.0,G,G,Creature — Treefolk Druid,"Creature, Ramp",Creature,false,"Reach When this creature enters, each Forest and Treefolk card in your hand perpetually gains ""{T}: Add {G}{G}."""
Sly Spy,3.0,B,B,Creature — Human Spy,"Creature, Discard",Creature,false,"Whenever this creature deals combat damage to a player, that player reveals their hand. You choose a card from it with the longest name. That player discards that card."
Sage's Dousing,3.0,U,U,Kindred Instant — Wizard,"Card Draw, Counterspell, Instant",Instant,false,"Counter target spell unless its controller pays {3}. If you control a Wizard, draw a card."
Invasion of Eldraine // Prickle Faeries,4.0,B,B,Battle — Siege // Creature — Faerie,"Battle, Creature, Discard, Removal",Creature,false,"(As a Siege enters, choose an opponent to protect it. You and others can attack it. When it's defeated, exile it, then cast it transformed.) When this Siege enters, target opponent discards two cards. // Flying At the beginning of each opponent's upkeep, if that player has two or fewer cards in hand, this creature deals 2 damage to them."
Al-abara's Carpet,5.0,,,Artifact,Artifact,Artifact,false,"{5}, {T}: Prevent all damage that would be dealt to you this turn by attacking creatures without flying."
Phyrexian Chimney Imp,5.0,B,B,Creature — Phyrexian Imp,Creature,Creature,false,"({B/P} can be paid with either {B} or 2 life.) Flying When Phyrexian Chimney Imp dies, target opponent puts two cards from their hand on top of their library in any order."
Haazda Exonerator,1.0,W,W,Creature — Human Cleric,"Creature, Removal",Creature,false,"{T}, Sacrifice this creature: Destroy target Aura."
The Ruinous Powers,4.0,B;R,B;R,Enchantment,Enchantment,Enchantment,false,"At the beginning of your upkeep, choose an opponent at random. Exile the top card of that player's library. Until end of turn, you may play that card and you may spend mana as though it were mana of any color to cast it. When you cast a spell this way, its owner loses life equal to its mana value."
Sworn to the Legion,6.0,W,W,Enchantment,Enchantment,Enchantment,false,"When Sworn to the Legion enters the battlefield, nontoken creatures you control perpetually gain double team. (When a creature with double team attacks, conjure a duplicate into your hand, then both of them perpetually lose double team.) Whenever you cast a creature spell, it perpetually gains double team."
"Grismold, the Dreadsower",3.0,B;G,B;G,Legendary Creature — Troll Shaman,"Creature, Token Generation",Creature,false,"Trample At the beginning of your end step, each player creates a 1/1 green Plant creature token. Whenever a creature token dies, put a +1/+1 counter on Grismold."
"Vazal, the Compleat",6.0,G,G,Legendary Artifact Creature — Phyrexian,"Artifact, Creature",Creature,false,"Megalegendary (Your deck can have only one copy of this card.) Vigilance, trample Vazal, the Compleat has the activated abilities of all other permanents on the battlefield."
Quintessential Katana,1.0,W,W,Artifact — Equipment,"Artifact, Life Gain, Removal",Artifact,false,"Equipped creature gets +1/+1 and has ""Whenever this creature deals combat damage, untap it and you gain 2 life."" Whenever a Ninja you control enters, you may attach this Equipment to it. Equip {2} ({2}: Attach to target creature you control. Equip only as a sorcery.)"
Dragon's Prey,3.0,B,B,Instant,"Instant, Removal",Instant,false,This spell costs {2} more to cast if it targets a Dragon. Destroy target creature.
Nimana Skydancer,3.0,B,B,Creature — Human Rogue,Creature,Creature,false,"Flash Flying When this creature enters, target opponent mills two cards. (They put the top two cards of their library into their graveyard.)"
Brambleguard Captain,4.0,R,R,Creature — Mouse Soldier,Creature,Creature,false,"At the beginning of combat on your turn, target creature you control gets +X/+0 until end of turn, where X is this creature's power."
Phyrexian Midway Bamboozle,0.0,,,Stickers,Other,Stickers,false,"{TK}{TK} — Whenever this creature attacks, you get {TK}. {TK}{TK}{TK} — Undying (When this creature dies, if it had no +1/+1 counters on it, return it to the battlefield under its owner's control with a +1/+1 counter on it.) {TK}{TK} — 4/2 {TK}{TK}{TK}{TK}{TK} — 6/9"
"Burakos, Party Leader",4.0,B,B,Legendary Creature — Orc,"Creature, Token Generation",Creature,false,"Burakos is also a Cleric, Rogue, Warrior, and Wizard. Whenever Burakos attacks, defending player loses X life and you create X Treasure tokens, where X is the number of creatures in your party. Choose a Background (You can have a Background as a second commander.)"
Colossal Growth,2.0,G,G,Instant,Instant,Instant,false,"Kicker {R} (You may pay an additional {R} as you cast this spell.) Target creature gets +3/+3 until end of turn. If this spell was kicked, instead that creature gets +4/+4 and gains trample and haste until end of turn."
Termination Facilitator,2.0,B,B,Creature — Human Assassin,"Creature, Removal",Creature,false,"{T}: Put a bounty counter on target creature or planeswalker. Activate only as a sorcery. Whenever a creature or planeswalker an opponent controls with a bounty counter on it is dealt damage, destroy it."
Artillery Enthusiast,1.0,R,R,Creature — Goblin Artificer,"Creature, Discard",Creature,false,"Modified creatures you control have menace. (Equipment, Auras you control, and counters are modifications.) When Artillery Enthusiast enters the battlefield, you may discard a card. If you do, seek a card with mana value equal to that card's mana value. (To seek a card, put one at random from your library into your hand.)"
Pass the Torch,2.0,R,R,Instant,"Instant, Removal",Instant,false,"Pass the Torch deals 2 damage to any target. Choose a creature card in your hand. It perpetually gains ""Whenever this creature deals combat damage to a player, you may cast target card named Pass the Torch from your graveyard without paying its mana cost. If you do, this creature perpetually loses this ability""."
Airbending Lesson,3.0,W,W,Instant — Lesson,"Card Draw, Instant, Removal",Instant,false,"Airbend target nonland permanent. (Exile it. While it's exiled, its owner may cast it for {2} rather than its mana cost.) Draw a card."
Sandstalker Moloch,3.0,G,G,Creature — Lizard,Creature,Creature,false,"Flash When this creature enters, if an opponent cast a blue and/or black spell this turn, look at the top four cards of your library. You may reveal a permanent card from among them and put it into your hand. Put the rest on the bottom of your library in a random order."
Tunnel Rats,2.0,B,B,Creature — Rat,Creature,Creature,false,{4}{B}: Return this card from your graveyard to the battlefield tapped.
Geometric Weird,1.0,R,R,Creature — Weird,Creature,Creature,false,"At the beginning of each end step, you may have Geometric Weird's base power and toughness each become equal to the greatest number of spells and abilities from different sources that were on the stack simultaneously that turn."
Scaled Destruction,6.0,W,W,Sorcery,"Board Wipe, Sorcery",Sorcery,false,"Choose one or more — • Destroy all small creatures. • Destroy all medium creatures. • Destroy all large creatures. (A small creature has total power and toughness 4 or less, medium is 5—8, and large is 9 or more.)"
Traitor's Clutch,5.0,B,B,Instant,"Instant, Removal",Instant,false,"Target creature gets +1/+0, becomes black, and gains shadow until end of turn. (It can block or be blocked by only creatures with shadow.) Flashback {1}{B} (You may cast this card from your graveyard for its flashback cost. Then exile it.)"
Mothers Yamazaki,4.0,R;W,R;W,Legendary Creature — Human Samurai,Creature,Creature,false,"Partner with itself (When this enters, target player may put Mothers Yamazaki into their hand from their library, then shuffle. A Commander deck can include two of this card, and they can be your commanders.) As long as you control exactly two permanents named Mothers Yamazaki, the ""legend rule"" doesn't apply to them, and Samurai you control get +2/+2 and have vigilance and haste."
Corrupt Eunuchs,4.0,R,R,Creature — Human Advisor,"Creature, Removal",Creature,false,"When this creature enters, it deals 2 damage to target creature."
Kessig Dire Swine,6.0,G,G,Creature — Boar Horror,Creature,Creature,false,Delirium — This creature has trample as long as there are four or more card types among cards in your graveyard.
Treasure,0.0,,,Card,Other,Card,false,(Theme color: {R})
Blaze Commando,5.0,R;W,R;W,Creature — Minotaur Soldier,"Creature, Token Generation",Creature,false,"Whenever an instant or sorcery spell you control deals damage, create two 1/1 red and white Soldier creature tokens with haste."
Geistchanneler,2.0,U,U,Creature — Human Wizard,Creature,Creature,false,"When this creature enters, choose an instant or sorcery card in your hand with mana value 3 or greater. It perpetually gains ""This spell costs {2} less to cast."""
"Rankle, Pitiless Trickster",3.0,B,B,Legendary Creature — Faerie Rogue,"Creature, Discard",Creature,false,"Flying Rankle has lifelink and haste as long as an opponent controls no creatures. When Rankle enters, you may pay 1 life. When you do, each player discards a card and sacrifices a creature. Whenever a player discards a card, Rankle perpetually gets +1/+0."
Orcish Mechanics,3.0,R,R,Creature — Orc,"Creature, Removal",Creature,false,"{T}, Sacrifice an artifact: This creature deals 2 damage to any target."
Memory Guardian,5.0,U,U,Artifact Creature — Robot Artificer,"Artifact, Creature",Creature,false,Affinity for artifacts (This spell costs {1} less to cast for each artifact you control.) Flying
Maulfist Squad,4.0,B,B,Creature — Human Artificer,"Creature, Token Generation",Creature,false,"Menace Fabricate 1 (When this creature enters, put a +1/+1 counter on it or create a 1/1 colorless Servo artifact creature token.)"
Collectigull // Only the Best,3.0,W,W,Creature — Bird // Sorcery — Adventure,"Creature, Protection, Recursion, Sorcery",Creature,false,"Flying, protection from common Whenever Collectigull attacks, reveal the top card of your library. If it's a Booster Fun card, you may put it into your hand. // Return target Booster Fun card from your graveyard to your hand."
Natural Unity,0.0,,,Conspiracy,Other,Conspiracy,false,"Hidden agenda (Start the game with this conspiracy face down in the command zone and secretly choose a card name. You may turn this conspiracy face up any time and reveal that name.) Creatures you control with the chosen name have ""At the beginning of combat on your turn, you may pay {G}. If you do, put a +1/+1 counter on this creature."""
"You, Magic Playtester",2.0,W,W,Legendary Creature — Human Gamer,Creature,Creature,false,"{T}: Choose target playtest card. Increase or decrease a number of your choice on it by one for as long as it remains on the stack or battlefield. {W}{U}{B}{R}{G}: Reveal the top 8 cards of your library. Put each playtest card among them into your hand, and the rest on the bottom of your library in a random order."
Consign to Dream,3.0,U,U,Instant,Instant,Instant,false,"Return target permanent to its owner's hand. If that permanent is red or green, put it on top of its owner's library instead."
Courageous Resolve,3.0,W,W,Instant,"Card Draw, Instant, Life Gain, Protection, Removal",Instant,false,"Up to one target creature you control gains protection from each of your opponents until end of turn. Draw a card. (It can't be blocked, targeted, dealt damage, enchanted, or equipped by anything controlled by those players.) Fateful hour — If you have 5 or less life, you can't lose life this turn, you can't lose the game this turn, and your opponents can't win the game this turn."
Selenia,0.0,,,Vanguard,Other,Vanguard,false,Creatures you control have vigilance.
Eunuchs' Intrigues,3.0,R,R,Sorcery,Sorcery,Sorcery,false,Target opponent chooses a creature they control. Other creatures they control can't block this turn.
Alliance,0.0,,,Card,Other,Card,false,(Theme color: {W})
Custodi Soulcaller,3.0,W,W,Creature — Human Cleric,"Creature, Recursion",Creature,false,"Melee (Whenever this creature attacks, it gets +1/+1 until end of turn for each opponent you attacked this combat.) Whenever this creature attacks, return target creature card with mana value X or less from your graveyard to the battlefield, where X is the number of players you attacked this combat."
Scent of Cinder,2.0,R,R,Sorcery,"Removal, Sorcery",Sorcery,false,"Reveal any number of red cards in your hand. Scent of Cinder deals X damage to any target, where X is the number of cards revealed this way."
The Legend of Kuruk // Avatar Kuruk,4.0,U,U,Enchantment — Saga // Legendary Creature — Avatar,"Card Draw, Creature, Enchantment, Stax, Token Generation",Creature,false,"(As this Saga enters and after your draw step, add a lore counter.) I, II — Scry 2, then draw a card. III — Exile this Saga, then return it to the battlefield transformed under your control. // Whenever you cast a spell, create a 1/1 colorless Spirit creature token with ""This token can't block or be blocked by non-Spirit creatures."" Exhaust — Waterbend {20}: Take an extra turn after this one. (While paying a waterbend cost, you can tap your artifacts and creatures to help. Each one pays for {1}. Activate each exhaust ability only once.)"
"Shadowheart, Cleric of Graves",3.0,B,B,Legendary Creature — Human Elf Cleric,Creature,Creature,false,"Deathtouch, lifelink At the beginning of your end step, Shadowheart, Cleric of Graves deals 1 damage to each player."
Fire-Omen Crane,5.0,R,R,Creature — Bird Spirit,"Creature, Removal, Stax",Creature,false,"Flying (This creature can't be blocked except by creatures with flying or reach.) Whenever this creature attacks, it deals 1 damage to target creature an opponent controls."
Inspirited Vanguard,5.0,G,G,Creature — Human Soldier,"Creature, Token Generation",Creature,false,"Whenever this creature enters or attacks, it endures 2. (Put two +1/+1 counters on it or create a 2/2 white Spirit creature token.)"
A-Jade Orb of Dragonkind,3.0,G,G,Artifact,"Artifact, Protection",Artifact,false,"{T}: Add one mana of any color. When you spend this mana to cast a Dragon creature spell, it enters with an additional +1/+1 counter on it and gains hexproof until your next turn."
Subway Train,2.0,,,Artifact — Vehicle,"Artifact, Tutor",Artifact,false,"When this Vehicle enters, you may pay {G}. If you do, search your library for a basic land card, reveal it, put it into your hand, then shuffle. Crew 2 (Tap any number of creatures you control with total power 2 or more: This Vehicle becomes an artifact creature until end of turn.)"
Surrender Your Thoughts,0.0,,,Scheme,Discard,Scheme,false,"When you set this scheme in motion, target opponent chooses self or others. If that player chooses self, that player discards four cards. If the player chooses others, each of your other opponents discards two cards."
Manhole Cover,2.0,,,Artifact,"Artifact, Card Draw, Protection, Removal",Artifact,false,"Flash (You may cast this spell any time you could cast an instant.) When this artifact enters, target creature gains indestructible until end of turn. (Damage and effects that say ""destroy"" don't destroy it.) {2}, Sacrifice this artifact: Target player draws a card."
Warbeast of Gorgoroth,5.0,R,R,Creature — Beast,"Creature, Token Generation",Creature,false,"Whenever this creature or another creature you control with power 4 or greater dies, amass Orcs 2. (Put two +1/+1 counters on an Army you control. It's also an Orc. If you don't control an Army, create a 0/0 black Orc Army creature token first.)"
Support Skyforge,5.0,U;W,U;W,Artifact — Vehicle,"Artifact, Token Generation",Artifact,false,"Flying, Vigilance When this Vehicle enters, create four 1/1 colorless Servo artifact creature tokens. Whenever this Vehicle attacks, draft a card from Support Skyforge's spellbook. That card perpetually becomes an artifact creature. Crew 4"
Inquisition,3.0,B,B,Sorcery,"Removal, Sorcery",Sorcery,false,Target player reveals their hand. Inquisition deals damage to that player equal to the number of white cards in their hand.
Merrow Harbinger,4.0,U,U,Creature — Merfolk Wizard,"Creature, Tutor",Creature,false,"Islandwalk (This creature can't be blocked as long as defending player controls an Island.) When this creature enters, you may search your library for a Merfolk card, reveal it, then shuffle and put that card on top."
Taught by Narset,2.0,U,U,Enchantment — Aura,"Card Draw, Enchantment, Protection",Enchantment,false,"Commander enchantment (This aura enchants a commander creature, and remains attached to the creature as it moves between any face-up zones. You can cast it on a Commander in your command zone.) When you cast Taught by Narset, draw a card. Enchanted creature has prowess and ward {2}."
Mesmerizing Dose,3.0,U,U,Enchantment — Aura,Enchantment,Enchantment,false,"Enchant creature When this Aura enters, tap enchanted creature, then proliferate. (Choose any number of permanents and/or players, then give each another counter of each kind already there.) Enchanted creature doesn't untap during its controller's untap step."
Melting,4.0,R,R,Enchantment,Enchantment,Enchantment,false,All lands are no longer snow.
Bloodborn Scoundrels,6.0,B,B,Creature — Vampire Rogue,"Creature, Life Gain",Creature,false,"Assist (Another player can pay up to {5} of this spell's cost.) When this creature enters, target opponent loses 2 life and you gain 2 life."
